cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_SCM_V1V4	Hz		frequency_lfr_coher_SCM_V1V4	Frequencies for LFR Cross Coherence, Ch0: SCM Ch1: V1V4		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_V1V4_gain			psp_fld_l2_rfs_lfr_coher_SCM_V1V4_gain	Gain flag for LFR Cross Coherence, Ch0: SCM Ch1: V1V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_V1V4_nsum			psp_fld_l2_rfs_lfr_coher_SCM_V1V4_nsum	N summed spectra for LFR Cross Coherence, Ch0: SCM Ch1: V1V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_V1V4_hl			psp_fld_l2_rfs_lfr_coher_SCM_V1V4_hl	Overrange flag for LFR Cross Coherence, Ch0: SCM Ch1: V1V4		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_SCM_SCM	ns	1.0e-9&gt;s	epoch_lfr_coher_SCM_SCM	Time for LFR Cross Coherence, Ch0: SCM Ch1: SCM		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_SCM			psp_fld_l2_rfs_lfr_coher_SCM_SCM	LFR Cross Coherence, Ch0: SCM Ch1: SCM		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_SCM_SCM	Hz		frequency_lfr_coher_SCM_SCM	Frequencies for LFR Cross Coherence, Ch0: SCM Ch1: SCM		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_SCM_gain			psp_fld_l2_rfs_lfr_coher_SCM_SCM_gain	Gain flag for LFR Cross Coherence, Ch0: SCM Ch1: SCM		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_SCM_nsum			psp_fld_l2_rfs_lfr_coher_SCM_SCM_nsum	N summed spectra for LFR Cross Coherence, Ch0: SCM Ch1: SCM		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_SCM_hl			psp_fld_l2_rfs_lfr_coher_SCM_SCM_hl	Overrange flag for LFR Cross Coherence, Ch0: SCM Ch1: SCM		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_SCM_V2	ns	1.0e-9&gt;s	epoch_lfr_coher_SCM_V2	Time for LFR Cross Coherence, Ch0: SCM Ch1: V2		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_V2			psp_fld_l2_rfs_lfr_coher_SCM_V2	LFR Cross Coherence, Ch0: SCM Ch1: V2		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_SCM_V2	Hz		frequency_lfr_coher_SCM_V2	Frequencies for LFR Cross Coherence, Ch0: SCM Ch1: V2		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_V2_gain			psp_fld_l2_rfs_lfr_coher_SCM_V2_gain	Gain flag for LFR Cross Coherence, Ch0: SCM Ch1: V2		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_V2_nsum			psp_fld_l2_rfs_lfr_coher_SCM_V2_nsum	N summed spectra for LFR Cross Coherence, Ch0: SCM Ch1: V2		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_V2_hl			psp_fld_l2_rfs_lfr_coher_SCM_V2_hl	Overrange flag for LFR Cross Coherence, Ch0: SCM Ch1: V2		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_SCM_V4	ns	1.0e-9&gt;s	epoch_lfr_coher_SCM_V4	Time for LFR Cross Coherence, Ch0: SCM Ch1: V4		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_V4			psp_fld_l2_rfs_lfr_coher_SCM_V4	LFR Cross Coherence, Ch0: SCM Ch1: V4		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_SCM_V4	Hz		frequency_lfr_coher_SCM_V4	Frequencies for LFR Cross Coherence, Ch0: SCM Ch1: V4		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_V4_gain			psp_fld_l2_rfs_lfr_coher_SCM_V4_gain	Gain flag for LFR Cross Coherence, Ch0: SCM Ch1: V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_V4_nsum			psp_fld_l2_rfs_lfr_coher_SCM_V4_nsum	N summed spectra for LFR Cross Coherence, Ch0: SCM Ch1: V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_V4_hl			psp_fld_l2_rfs_lfr_coher_SCM_V4_hl	Overrange flag for LFR Cross Coherence, Ch0: SCM Ch1: V4		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_SCM_GND	ns	1.0e-9&gt;s	epoch_lfr_coher_SCM_GND	Time for LFR Cross Coherence, Ch0: SCM Ch1: GND		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_GND			psp_fld_l2_rfs_lfr_coher_SCM_GND	LFR Cross Coherence, Ch0: SCM Ch1: GND		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_SCM_GND	Hz		frequency_lfr_coher_SCM_GND	Frequencies for LFR Cross Coherence, Ch0: SCM Ch1: GND		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_GND_gain			psp_fld_l2_rfs_lfr_coher_SCM_GND_gain	Gain flag for LFR Cross Coherence, Ch0: SCM Ch1: GND		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_GND_nsum			psp_fld_l2_rfs_lfr_coher_SCM_GND_nsum	N summed spectra for LFR Cross Coherence, Ch0: SCM Ch1: GND		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_SCM_GND_hl			psp_fld_l2_rfs_lfr_coher_SCM_GND_hl	Overrange flag for LFR Cross Coherence, Ch0: SCM Ch1: GND		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V1_V3V4	ns	1.0e-9&gt;s	epoch_lfr_coher_V1_V3V4	Time for LFR Cross Coherence, Ch0: V1 Ch1: V3V4		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V3V4			psp_fld_l2_rfs_lfr_coher_V1_V3V4	LFR Cross Coherence, Ch0: V1 Ch1: V3V4		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_V1_V3V4	Hz		frequency_lfr_coher_V1_V3V4	Frequencies for LFR Cross Coherence, Ch0: V1 Ch1: V3V4		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V3V4_gain			psp_fld_l2_rfs_lfr_coher_V1_V3V4_gain	Gain flag for LFR Cross Coherence, Ch0: V1 Ch1: V3V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V3V4_nsum			psp_fld_l2_rfs_lfr_coher_V1_V3V4_nsum	N summed spectra for LFR Cross Coherence, Ch0: V1 Ch1: V3V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V3V4_hl			psp_fld_l2_rfs_lfr_coher_V1_V3V4_hl	Overrange flag for LFR Cross Coherence, Ch0: V1 Ch1: V3V4		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V1_V3V2	ns	1.0e-9&gt;s	epoch_lfr_coher_V1_V3V2	Time for LFR Cross Coherence, Ch0: V1 Ch1: V3V2		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V3V2			psp_fld_l2_rfs_lfr_coher_V1_V3V2	LFR Cross Coherence, Ch0: V1 Ch1: V3V2		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_V1_V3V2	Hz		frequency_lfr_coher_V1_V3V2	Frequencies for LFR Cross Coherence, Ch0: V1 Ch1: V3V2		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V3V2_gain			psp_fld_l2_rfs_lfr_coher_V1_V3V2_gain	Gain flag for LFR Cross Coherence, Ch0: V1 Ch1: V3V2		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V3V2_nsum			psp_fld_l2_rfs_lfr_coher_V1_V3V2_nsum	N summed spectra for LFR Cross Coherence, Ch0: V1 Ch1: V3V2		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V3V2_hl			psp_fld_l2_rfs_lfr_coher_V1_V3V2_hl	Overrange flag for LFR Cross Coherence, Ch0: V1 Ch1: V3V2		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V1_V1V4	ns	1.0e-9&gt;s	epoch_lfr_coher_V1_V1V4	Time for LFR Cross Coherence, Ch0: V1 Ch1: V1V4		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V1V4			psp_fld_l2_rfs_lfr_coher_V1_V1V4	LFR Cross Coherence, Ch0: V1 Ch1: V1V4		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_V1_V1V4	Hz		frequency_lfr_coher_V1_V1V4	Frequencies for LFR Cross Coherence, Ch0: V1 Ch1: V1V4		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V1V4_gain			psp_fld_l2_rfs_lfr_coher_V1_V1V4_gain	Gain flag for LFR Cross Coherence, Ch0: V1 Ch1: V1V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V1V4_nsum			psp_fld_l2_rfs_lfr_coher_V1_V1V4_nsum	N summed spectra for LFR Cross Coherence, Ch0: V1 Ch1: V1V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V1V4_hl			psp_fld_l2_rfs_lfr_coher_V1_V1V4_hl	Overrange flag for LFR Cross Coherence, Ch0: V1 Ch1: V1V4		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V1_SCM	ns	1.0e-9&gt;s	epoch_lfr_coher_V1_SCM	Time for LFR Cross Coherence, Ch0: V1 Ch1: SCM		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_SCM			psp_fld_l2_rfs_lfr_coher_V1_SCM	LFR Cross Coherence, Ch0: V1 Ch1: SCM		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_V1_SCM	Hz		frequency_lfr_coher_V1_SCM	Frequencies for LFR Cross Coherence, Ch0: V1 Ch1: SCM		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_SCM_gain			psp_fld_l2_rfs_lfr_coher_V1_SCM_gain	Gain flag for LFR Cross Coherence, Ch0: V1 Ch1: SCM		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_SCM_nsum			psp_fld_l2_rfs_lfr_coher_V1_SCM_nsum	N summed spectra for LFR Cross Coherence, Ch0: V1 Ch1: SCM		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_SCM_hl			psp_fld_l2_rfs_lfr_coher_V1_SCM_hl	Overrange flag for LFR Cross Coherence, Ch0: V1 Ch1: SCM		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V1_V2	ns	1.0e-9&gt;s	epoch_lfr_coher_V1_V2	Time for LFR Cross Coherence, Ch0: V1 Ch1: V2		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V2			psp_fld_l2_rfs_lfr_coher_V1_V2	LFR Cross Coherence, Ch0: V1 Ch1: V2		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_V1_V2	Hz		frequency_lfr_coher_V1_V2	Frequencies for LFR Cross Coherence, Ch0: V1 Ch1: V2		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V2_gain			psp_fld_l2_rfs_lfr_coher_V1_V2_gain	Gain flag for LFR Cross Coherence, Ch0: V1 Ch1: V2		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V2_nsum			psp_fld_l2_rfs_lfr_coher_V1_V2_nsum	N summed spectra for LFR Cross Coherence, Ch0: V1 Ch1: V2		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V2_hl			psp_fld_l2_rfs_lfr_coher_V1_V2_hl	Overrange flag for LFR Cross Coherence, Ch0: V1 Ch1: V2		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V1_V4	ns	1.0e-9&gt;s	epoch_lfr_coher_V1_V4	Time for LFR Cross Coherence, Ch0: V1 Ch1: V4		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V4			psp_fld_l2_rfs_lfr_coher_V1_V4	LFR Cross Coherence, Ch0: V1 Ch1: V4		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_V1_V4	Hz		frequency_lfr_coher_V1_V4	Frequencies for LFR Cross Coherence, Ch0: V1 Ch1: V4		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V4_gain			psp_fld_l2_rfs_lfr_coher_V1_V4_gain	Gain flag for LFR Cross Coherence, Ch0: V1 Ch1: V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V4_nsum			psp_fld_l2_rfs_lfr_coher_V1_V4_nsum	N summed spectra for LFR Cross Coherence, Ch0: V1 Ch1: V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_V4_hl			psp_fld_l2_rfs_lfr_coher_V1_V4_hl	Overrange flag for LFR Cross Coherence, Ch0: V1 Ch1: V4		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V1_GND	ns	1.0e-9&gt;s	epoch_lfr_coher_V1_GND	Time for LFR Cross Coherence, Ch0: V1 Ch1: GND		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_GND			psp_fld_l2_rfs_lfr_coher_V1_GND	LFR Cross Coherence, Ch0: V1 Ch1: GND		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_V1_GND	Hz		frequency_lfr_coher_V1_GND	Frequencies for LFR Cross Coherence, Ch0: V1 Ch1: GND		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_GND_gain			psp_fld_l2_rfs_lfr_coher_V1_GND_gain	Gain flag for LFR Cross Coherence, Ch0: V1 Ch1: GND		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_GND_nsum			psp_fld_l2_rfs_lfr_coher_V1_GND_nsum	N summed spectra for LFR Cross Coherence, Ch0: V1 Ch1: GND		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V1_GND_hl			psp_fld_l2_rfs_lfr_coher_V1_GND_hl	Overrange flag for LFR Cross Coherence, Ch0: V1 Ch1: GND		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V3_V3V4	ns	1.0e-9&gt;s	epoch_lfr_coher_V3_V3V4	Time for LFR Cross Coherence, Ch0: V3 Ch1: V3V4		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V3V4			psp_fld_l2_rfs_lfr_coher_V3_V3V4	LFR Cross Coherence, Ch0: V3 Ch1: V3V4		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_V3_V3V4	Hz		frequency_lfr_coher_V3_V3V4	Frequencies for LFR Cross Coherence, Ch0: V3 Ch1: V3V4		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V3V4_gain			psp_fld_l2_rfs_lfr_coher_V3_V3V4_gain	Gain flag for LFR Cross Coherence, Ch0: V3 Ch1: V3V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V3V4_nsum			psp_fld_l2_rfs_lfr_coher_V3_V3V4_nsum	N summed spectra for LFR Cross Coherence, Ch0: V3 Ch1: V3V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V3V4_hl			psp_fld_l2_rfs_lfr_coher_V3_V3V4_hl	Overrange flag for LFR Cross Coherence, Ch0: V3 Ch1: V3V4		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V3_V3V2	ns	1.0e-9&gt;s	epoch_lfr_coher_V3_V3V2	Time for LFR Cross Coherence, Ch0: V3 Ch1: V3V2		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V3V2			psp_fld_l2_rfs_lfr_coher_V3_V3V2	LFR Cross Coherence, Ch0: V3 Ch1: V3V2		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_V3_V3V2	Hz		frequency_lfr_coher_V3_V3V2	Frequencies for LFR Cross Coherence, Ch0: V3 Ch1: V3V2		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V3V2_gain			psp_fld_l2_rfs_lfr_coher_V3_V3V2_gain	Gain flag for LFR Cross Coherence, Ch0: V3 Ch1: V3V2		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V3V2_nsum			psp_fld_l2_rfs_lfr_coher_V3_V3V2_nsum	N summed spectra for LFR Cross Coherence, Ch0: V3 Ch1: V3V2		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V3V2_hl			psp_fld_l2_rfs_lfr_coher_V3_V3V2_hl	Overrange flag for LFR Cross Coherence, Ch0: V3 Ch1: V3V2		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V3_V1V4	ns	1.0e-9&gt;s	epoch_lfr_coher_V3_V1V4	Time for LFR Cross Coherence, Ch0: V3 Ch1: V1V4		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V1V4			psp_fld_l2_rfs_lfr_coher_V3_V1V4	LFR Cross Coherence, Ch0: V3 Ch1: V1V4		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_V3_V1V4	Hz		frequency_lfr_coher_V3_V1V4	Frequencies for LFR Cross Coherence, Ch0: V3 Ch1: V1V4		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V1V4_gain			psp_fld_l2_rfs_lfr_coher_V3_V1V4_gain	Gain flag for LFR Cross Coherence, Ch0: V3 Ch1: V1V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V1V4_nsum			psp_fld_l2_rfs_lfr_coher_V3_V1V4_nsum	N summed spectra for LFR Cross Coherence, Ch0: V3 Ch1: V1V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V1V4_hl			psp_fld_l2_rfs_lfr_coher_V3_V1V4_hl	Overrange flag for LFR Cross Coherence, Ch0: V3 Ch1: V1V4		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V3_SCM	ns	1.0e-9&gt;s	epoch_lfr_coher_V3_SCM	Time for LFR Cross Coherence, Ch0: V3 Ch1: SCM		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_SCM			psp_fld_l2_rfs_lfr_coher_V3_SCM	LFR Cross Coherence, Ch0: V3 Ch1: SCM		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_V3_SCM	Hz		frequency_lfr_coher_V3_SCM	Frequencies for LFR Cross Coherence, Ch0: V3 Ch1: SCM		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_SCM_gain			psp_fld_l2_rfs_lfr_coher_V3_SCM_gain	Gain flag for LFR Cross Coherence, Ch0: V3 Ch1: SCM		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_SCM_nsum			psp_fld_l2_rfs_lfr_coher_V3_SCM_nsum	N summed spectra for LFR Cross Coherence, Ch0: V3 Ch1: SCM		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_SCM_hl			psp_fld_l2_rfs_lfr_coher_V3_SCM_hl	Overrange flag for LFR Cross Coherence, Ch0: V3 Ch1: SCM		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V3_V2	ns	1.0e-9&gt;s	epoch_lfr_coher_V3_V2	Time for LFR Cross Coherence, Ch0: V3 Ch1: V2		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V2			psp_fld_l2_rfs_lfr_coher_V3_V2	LFR Cross Coherence, Ch0: V3 Ch1: V2		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_lfr	frequency_lfr_coher_V3_V2	Hz		frequency_lfr_coher_V3_V2	Frequencies for LFR Cross Coherence, Ch0: V3 Ch1: V2		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V2_gain			psp_fld_l2_rfs_lfr_coher_V3_V2_gain	Gain flag for LFR Cross Coherence, Ch0: V3 Ch1: V2		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V2_nsum			psp_fld_l2_rfs_lfr_coher_V3_V2_nsum	N summed spectra for LFR Cross Coherence, Ch0: V3 Ch1: V2		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	psp_fld_l2_rfs_lfr_coher_V3_V2_hl			psp_fld_l2_rfs_lfr_coher_V3_V2_hl	Overrange flag for LFR Cross Coherence, Ch0: V3 Ch1: V2		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_lfr	epoch_lfr_coher_V3_V4	ns	1.0e-9&gt;s	epoch_lfr_coher_V3_V4	Time for LFR Cross Coherence, Ch0: V3 Ch1: V4		support_data											
